"transactionnum";"tmessage";"action";"logdate";"num";"usernum";"itemnum";"docrevnum";"registernum";"actionnum";"subactionnum";"severityflag";"tracelvl";"extrainfo1";"extrainfo2"
"77808";"Document (275201) moved to Diskgroup (102)";"0";"27.02.2024 08:01:42";"275201";"147";"275201";"102";"101";"6";"54";"0";"0";"0";"0"
"77809";"Database records created for Itemnum 275202";"0";"27.02.2024 08:01:42";"275202";"147";"275202";"0";"101";"6";"53";"0";"0";"0";"0"
"77810";"Document (275202) moved to Diskgroup (102)";"0";"27.02.2024 08:01:42";"275202";"147";"275202";"102";"101";"6";"54";"0";"0";"0";"0"
"77811";"Database records created for Itemnum 275203";"0";"27.02.2024 08:01:42";"275203";"147";"275203";"0";"101";"6";"53";"0";"0";"0";"0"
"77812";"Document (275203) moved to Diskgroup (102)";"0";"27.02.2024 08:01:42";"275203";"147";"275203";"102";"101";"6";"54";"0";"0";"0";"0"
"77813";"Database records created for Itemnum 275204";"0";"27.02.2024 08:01:42";"275204";"147";"275204";"0";"101";"6";"53";"0";"0";"0";"0"
"77814";"Document (275204) moved to Diskgroup (102)";"0";"27.02.2024 08:01:42";"275204";"147";"275204";"102";"101";"6";"54";"0";"0";"0";"0"
"77815";"Database records created for Itemnum 275205";"0";"27.02.2024 08:01:43";"275205";"147";"275205";"0";"101";"6";"53";"0";"0";"0";"0"
"77816";"Document (275205) moved to Diskgroup (102)";"0";"27.02.2024 08:01:43";"275205";"147";"275205";"102";"101";"6";"54";"0";"0";"0";"0"
"77817";"Database records created for Itemnum 275206";"0";"27.02.2024 08:01:43";"275206";"147";"275206";"0";"101";"6";"53";"0";"0";"0";"0"
"77818";"Document (275206) moved to Diskgroup (102)";"0";"27.02.2024 08:01:43";"275206";"147";"275206";"102";"101";"6";"54";"0";"0";"0";"0"
"77819";"Database records created for Itemnum 275207";"0";"27.02.2024 08:01:43";"275207";"147";"275207";"0";"101";"6";"53";"0";"0";"0";"0"
"77820";"Document (275207) moved to Diskgroup (102)";"0";"27.02.2024 08:01:43";"275207";"147";"275207";"102";"101";"6";"54";"0";"0";"0";"0"
"77821";"Database records created for Itemnum 275208";"0";"27.02.2024 08:01:43";"275208";"147";"275208";"0";"101";"6";"53";"0";"0";"0";"0"
"77822";"Document (275208) moved to Diskgroup (102)";"0";"27.02.2024 08:01:43";"275208";"147";"275208";"102";"101";"6";"54";"0";"0";"0";"0"
"77823";"Database records created for Itemnum 275209";"0";"27.02.2024 08:01:43";"275209";"147";"275209";"0";"101";"6";"53";"0";"0";"0";"0"
"77824";"Document (275209) moved to Diskgroup (102)";"0";"27.02.2024 08:01:43";"275209";"147";"275209";"102";"101";"6";"54";"0";"0";"0";"0"
"77825";"Database records created for Itemnum 275210";"0";"27.02.2024 08:01:44";"275210";"147";"275210";"0";"101";"6";"53";"0";"0";"0";"0"
"77826";"Document (275210) moved to Diskgroup (102)";"0";"27.02.2024 08:01:44";"275210";"147";"275210";"102";"101";"6";"54";"0";"0";"0";"0"
"77827";"Database records created for Itemnum 275211";"0";"27.02.2024 08:01:44";"275211";"147";"275211";"0";"101";"6";"53";"0";"0";"0";"0"
"77828";"Document (275211) moved to Diskgroup (102)";"0";"27.02.2024 08:01:44";"275211";"147";"275211";"102";"101";"6";"54";"0";"0";"0";"0"
"77829";"Database records created for Itemnum 275212";"0";"27.02.2024 08:01:44";"275212";"147";"275212";"0";"101";"6";"53";"0";"0";"0";"0"
"77830";"Document (275212) moved to Diskgroup (102)";"0";"27.02.2024 08:01:44";"275212";"147";"275212";"102";"101";"6";"54";"0";"0";"0";"0"
"77831";"Database records created for Itemnum 275213";"0";"27.02.2024 08:01:44";"275213";"147";"275213";"0";"101";"6";"53";"0";"0";"0";"0"
"77832";"Document (275213) moved to Diskgroup (102)";"0";"27.02.2024 08:01:44";"275213";"147";"275213";"102";"101";"6";"54";"0";"0";"0";"0"
"77833";"Database records created for Itemnum 275214";"0";"27.02.2024 08:01:44";"275214";"147";"275214";"0";"101";"6";"53";"0";"0";"0";"0"
"77834";"Document (275214) moved to Diskgroup (102)";"0";"27.02.2024 08:01:44";"275214";"147";"275214";"102";"101";"6";"54";"0";"0";"0";"0"
"77835";"Database records created for Itemnum 275215";"0";"27.02.2024 08:01:45";"275215";"147";"275215";"0";"101";"6";"53";"0";"0";"0";"0"
"77836";"Document (275215) moved to Diskgroup (102)";"0";"27.02.2024 08:01:45";"275215";"147";"275215";"102";"101";"6";"54";"0";"0";"0";"0"
"77837";"Database records created for Itemnum 275216";"0";"27.02.2024 08:01:45";"275216";"147";"275216";"0";"101";"6";"53";"0";"0";"0";"0"
"77838";"Document (275216) moved to Diskgroup (102)";"0";"27.02.2024 08:01:45";"275216";"147";"275216";"102";"101";"6";"54";"0";"0";"0";"0"
"77839";"Database records created for Itemnum 275217";"0";"27.02.2024 08:01:45";"275217";"147";"275217";"0";"101";"6";"53";"0";"0";"0";"0"
"77840";"Document (275217) moved to Diskgroup (102)";"0";"27.02.2024 08:01:45";"275217";"147";"275217";"102";"101";"6";"54";"0";"0";"0";"0"
"77841";"Database records created for Itemnum 275218";"0";"27.02.2024 08:01:45";"275218";"147";"275218";"0";"101";"6";"53";"0";"0";"0";"0"
"77842";"Document (275218) moved to Diskgroup (102)";"0";"27.02.2024 08:01:45";"275218";"147";"275218";"102";"101";"6";"54";"0";"0";"0";"0"
"77843";"Database records created for Itemnum 275219";"0";"27.02.2024 08:01:46";"275219";"147";"275219";"0";"101";"6";"53";"0";"0";"0";"0"
"77844";"Document (275219) moved to Diskgroup (102)";"0";"27.02.2024 08:01:46";"275219";"147";"275219";"102";"101";"6";"54";"0";"0";"0";"0"
"77845";"Database records created for Itemnum 275220";"0";"27.02.2024 08:01:46";"275220";"147";"275220";"0";"101";"6";"53";"0";"0";"0";"0"
"77846";"Document (275220) moved to Diskgroup (102)";"0";"27.02.2024 08:01:46";"275220";"147";"275220";"102";"101";"6";"54";"0";"0";"0";"0"
"77847";"Database records created for Itemnum 275221";"0";"27.02.2024 08:01:46";"275221";"147";"275221";"0";"101";"6";"53";"0";"0";"0";"0"
"77848";"Document (275221) moved to Diskgroup (102)";"0";"27.02.2024 08:01:46";"275221";"147";"275221";"102";"101";"6";"54";"0";"0";"0";"0"
"77849";"Database records created for Itemnum 275222";"0";"27.02.2024 08:01:46";"275222";"147";"275222";"0";"101";"6";"53";"0";"0";"0";"0"
"77850";"Document (275222) moved to Diskgroup (102)";"0";"27.02.2024 08:01:46";"275222";"147";"275222";"102";"101";"6";"54";"0";"0";"0";"0"
"77851";"Database records created for Itemnum 275223";"0";"27.02.2024 08:01:46";"275223";"147";"275223";"0";"101";"6";"53";"0";"0";"0";"0"
"77852";"Document (275223) moved to Diskgroup (102)";"0";"27.02.2024 08:01:46";"275223";"147";"275223";"102";"101";"6";"54";"0";"0";"0";"0"
"77853";"Database records created for Itemnum 275224";"0";"27.02.2024 08:01:47";"275224";"147";"275224";"0";"101";"6";"53";"0";"0";"0";"0"
"77854";"Document (275224) moved to Diskgroup (102)";"0";"27.02.2024 08:01:47";"275224";"147";"275224";"102";"101";"6";"54";"0";"0";"0";"0"
