"tfullmessage";"transactionnum";"tmessage";"action";"logdate";"num";"usernum";"username";"itemnum";"docrevnum";"registernum";"actionnum";"subactionnum";"severityflag";"tracelvl";"extrainfo1";"extrainfo2"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81408";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:36";"269867";"147";"DIP_SERVICE";"269867";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81409";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:36";"269859";"147";"DIP_SERVICE";"269859";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81410";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:37";"269855";"147";"DIP_SERVICE";"269855";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81411";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:37";"269852";"147";"DIP_SERVICE";"269852";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81412";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:38";"269848";"147";"DIP_SERVICE";"269848";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81413";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:38";"269836";"147";"DIP_SERVICE";"269836";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81414";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:39";"269833";"147";"DIP_SERVICE";"269833";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81415";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:40";"269829";"147";"DIP_SERVICE";"269829";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81416";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:40";"269825";"147";"DIP_SERVICE";"269825";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81417";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:41";"269824";"147";"DIP_SERVICE";"269824";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81418";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:41";"269815";"147";"DIP_SERVICE";"269815";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81419";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:42";"269814";"147";"DIP_SERVICE";"269814";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81420";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:43";"269812";"147";"DIP_SERVICE";"269812";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81421";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:44";"269786";"147";"DIP_SERVICE";"269786";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81422";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:44";"269779";"147";"DIP_SERVICE";"269779";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81423";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:45";"269775";"147";"DIP_SERVICE";"269775";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81424";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:46";"269774";"147";"DIP_SERVICE";"269774";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81425";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:46";"269768";"147";"DIP_SERVICE";"269768";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81426";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:47";"269765";"147";"DIP_SERVICE";"269765";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81427";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:48";"269758";"147";"DIP_SERVICE";"269758";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81428";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:48";"269757";"147";"DIP_SERVICE";"269757";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81429";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:49";"269747";"147";"DIP_SERVICE";"269747";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81430";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:49";"269745";"147";"DIP_SERVICE";"269745";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81431";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:50";"269744";"147";"DIP_SERVICE";"269744";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81432";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:51";"269742";"147";"DIP_SERVICE";"269742";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81433";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:51";"269732";"147";"DIP_SERVICE";"269732";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81434";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:52";"269727";"147";"DIP_SERVICE";"269727";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81435";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:53";"269725";"147";"DIP_SERVICE";"269725";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81436";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:53";"269717";"147";"DIP_SERVICE";"269717";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81437";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:54";"269716";"147";"DIP_SERVICE";"269716";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81438";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:55";"269710";"147";"DIP_SERVICE";"269710";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81439";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:55";"269709";"147";"DIP_SERVICE";"269709";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81440";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:56";"269708";"147";"DIP_SERVICE";"269708";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81441";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:56";"269701";"147";"DIP_SERVICE";"269701";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81442";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:57";"269700";"147";"DIP_SERVICE";"269700";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81443";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:57";"269690";"147";"DIP_SERVICE";"269690";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81444";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:58";"269689";"147";"DIP_SERVICE";"269689";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81445";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:58";"269688";"147";"DIP_SERVICE";"269688";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81446";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:59";"269684";"147";"DIP_SERVICE";"269684";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81447";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:59";"269677";"147";"DIP_SERVICE";"269677";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81448";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:00";"269675";"147";"DIP_SERVICE";"269675";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81449";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:00";"269667";"147";"DIP_SERVICE";"269667";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81450";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:01";"269662";"147";"DIP_SERVICE";"269662";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81451";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:01";"269661";"147";"DIP_SERVICE";"269661";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81452";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:02";"269659";"147";"DIP_SERVICE";"269659";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81453";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:02";"269653";"147";"DIP_SERVICE";"269653";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81454";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:03";"269630";"147";"DIP_SERVICE";"269630";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81455";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:03";"269628";"147";"DIP_SERVICE";"269628";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81456";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:04";"269624";"147";"DIP_SERVICE";"269624";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81457";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:05";"269621";"147";"DIP_SERVICE";"269621";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81458";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:05";"269620";"147";"DIP_SERVICE";"269620";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81459";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:06";"269617";"147";"DIP_SERVICE";"269617";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81460";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:06";"269615";"147";"DIP_SERVICE";"269615";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81461";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:07";"269611";"147";"DIP_SERVICE";"269611";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81462";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:07";"269601";"147";"DIP_SERVICE";"269601";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81463";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:08";"269598";"147";"DIP_SERVICE";"269598";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81464";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:08";"269584";"147";"DIP_SERVICE";"269584";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81465";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:09";"269579";"147";"DIP_SERVICE";"269579";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81466";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:09";"269573";"147";"DIP_SERVICE";"269573";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81467";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:10";"269572";"147";"DIP_SERVICE";"269572";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81468";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:10";"269554";"147";"DIP_SERVICE";"269554";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81469";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:11";"269546";"147";"DIP_SERVICE";"269546";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81470";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:11";"269544";"147";"DIP_SERVICE";"269544";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81471";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:12";"269536";"147";"DIP_SERVICE";"269536";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81472";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:12";"269532";"147";"DIP_SERVICE";"269532";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81473";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:13";"269526";"147";"DIP_SERVICE";"269526";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81474";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:13";"269525";"147";"DIP_SERVICE";"269525";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81475";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:14";"269524";"147";"DIP_SERVICE";"269524";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81476";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:14";"269522";"147";"DIP_SERVICE";"269522";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81477";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:15";"269521";"147";"DIP_SERVICE";"269521";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81478";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:15";"269514";"147";"DIP_SERVICE";"269514";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81479";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:16";"269510";"147";"DIP_SERVICE";"269510";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81480";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:16";"269507";"147";"DIP_SERVICE";"269507";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81481";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:17";"269506";"147";"DIP_SERVICE";"269506";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81482";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:17";"269500";"147";"DIP_SERVICE";"269500";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81483";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:18";"269488";"147";"DIP_SERVICE";"269488";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81484";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:19";"269485";"147";"DIP_SERVICE";"269485";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81485";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:19";"269479";"147";"DIP_SERVICE";"269479";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81486";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:20";"269473";"147";"DIP_SERVICE";"269473";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81487";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:21";"269467";"147";"DIP_SERVICE";"269467";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81488";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:21";"269464";"147";"DIP_SERVICE";"269464";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81489";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:22";"269463";"147";"DIP_SERVICE";"269463";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81490";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:23";"269460";"147";"DIP_SERVICE";"269460";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81491";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:23";"269452";"147";"DIP_SERVICE";"269452";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81492";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:24";"269439";"147";"DIP_SERVICE";"269439";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81493";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:24";"269438";"147";"DIP_SERVICE";"269438";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81494";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:25";"269435";"147";"DIP_SERVICE";"269435";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81495";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:26";"269434";"147";"DIP_SERVICE";"269434";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81496";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:32";"269432";"147";"DIP_SERVICE";"269432";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81497";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:41";"269431";"147";"DIP_SERVICE";"269431";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81498";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:49";"269429";"147";"DIP_SERVICE";"269429";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81499";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:03:57";"269418";"147";"DIP_SERVICE";"269418";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81500";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:03";"269390";"147";"DIP_SERVICE";"269390";"0";"101";"6";"46";"0";"0";"135";"523"
