"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","VersionInfo","BaseName","Target","LinkType","Length","DirectoryName","Directory","IsReadOnly","FullName","Extension","Name","Exists","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085445_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085445_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085445_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085445_preprocessorCCM",,,"27022","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085445_preprocessorCCM.log",".log","20220329_085445_preprocessorCCM.log","True","29.03.2022 20:54:46","29.03.2022 18:54:46","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:54:46","29.03.2022 18:54:46",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062110_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_062110_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062110_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_062110_preprocessorCCM",,,"29253","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062110_preprocessorCCM.log",".log","20220329_062110_preprocessorCCM.log","True","29.03.2022 18:21:10","29.03.2022 16:21:10","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:21:10","29.03.2022 16:21:10",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062113_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_062113_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062113_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_062113_preprocessorCCM",,,"32237","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062113_preprocessorCCM.log",".log","20220329_062113_preprocessorCCM.log","True","29.03.2022 18:21:14","29.03.2022 16:21:14","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:21:14","29.03.2022 16:21:14",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092047_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_092047_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092047_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_092047_preprocessorCCM",,,"32238","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092047_preprocessorCCM.log",".log","20220329_092047_preprocessorCCM.log","True","29.03.2022 21:20:48","29.03.2022 19:20:48","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:20:48","29.03.2022 19:20:48",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063446_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_063446_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063446_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_063446_preprocessorCCM",,,"34311","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063446_preprocessorCCM.log",".log","20220329_063446_preprocessorCCM.log","True","29.03.2022 18:34:46","29.03.2022 16:34:46","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:34:46","29.03.2022 16:34:46",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061713_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_061713_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061713_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_061713_preprocessorCCM",,,"35020","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061713_preprocessorCCM.log",".log","20220329_061713_preprocessorCCM.log","True","29.03.2022 18:17:14","29.03.2022 16:17:14","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:17:14","29.03.2022 16:17:14",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091211_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_091211_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091211_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_091211_preprocessorCCM",,,"35021","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091211_preprocessorCCM.log",".log","20220329_091211_preprocessorCCM.log","True","29.03.2022 21:12:12","29.03.2022 19:12:12","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:12:12","29.03.2022 19:12:12",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\60_Python\WeatherDB - Copie\logs\GetStats.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\60_Python\WeatherDB - Copie\logs","GetStats.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\dev\60_Python\WeatherDB - Copie\logs\GetStats.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","GetStats",,,"39662","D:\dev\60_Python\WeatherDB - Copie\logs","D:\dev\60_Python\WeatherDB - Copie\logs","False","D:\dev\60_Python\WeatherDB - Copie\logs\GetStats.log",".log","GetStats.log","True","04.09.2021 18:40:49","04.09.2021 16:40:49","03.12.2021 00:09:49","02.12.2021 23:09:49","04.09.2021 18:40:49","04.09.2021 16:40:49",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062116_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_062116_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062116_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_062116_preprocessorCCM",,,"41625","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062116_preprocessorCCM.log",".log","20220329_062116_preprocessorCCM.log","True","29.03.2022 18:21:16","29.03.2022 16:21:16","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:21:16","29.03.2022 16:21:16",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062047_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_062047_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062047_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_062047_preprocessorCCM",,,"41692","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062047_preprocessorCCM.log",".log","20220329_062047_preprocessorCCM.log","True","29.03.2022 18:20:48","29.03.2022 16:20:48","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:20:48","29.03.2022 16:20:48",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\90_Ansible\backups\ansible\ubuntu-xenial-16.04-cloudimg-console.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\90_Ansible\backups\ansible","ubuntu-xenial-16.04-cloudimg-console.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\dev\90_Ansible\backups\ansible\ubuntu-xenial-16.04-cloudimg-console.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","ubuntu-xenial-16.04-cloudimg-console",,,"41723","D:\dev\90_Ansible\backups\ansible","D:\dev\90_Ansible\backups\ansible","False","D:\dev\90_Ansible\backups\ansible\ubuntu-xenial-16.04-cloudimg-console.log",".log","ubuntu-xenial-16.04-cloudimg-console.log","True","14.11.2021 05:47:34","14.11.2021 04:47:34","03.12.2021 00:21:27","02.12.2021 23:21:27","14.11.2021 19:24:50","14.11.2021 18:24:50",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092049_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_092049_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092049_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_092049_preprocessorCCM",,,"41773","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092049_preprocessorCCM.log",".log","20220329_092049_preprocessorCCM.log","True","29.03.2022 21:20:50","29.03.2022 19:20:50","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:20:50","29.03.2022 19:20:50",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061716_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_061716_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061716_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_061716_preprocessorCCM",,,"44738","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_061716_preprocessorCCM.log",".log","20220329_061716_preprocessorCCM.log","True","29.03.2022 18:17:16","29.03.2022 16:17:16","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:17:16","29.03.2022 16:17:16",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091214_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_091214_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091214_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_091214_preprocessorCCM",,,"44738","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_091214_preprocessorCCM.log",".log","20220329_091214_preprocessorCCM.log","True","29.03.2022 21:12:14","29.03.2022 19:12:14","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:12:14","29.03.2022 19:12:14",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082438_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082438_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082438_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082438_preprocessorCCM",,,"47026","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082438_preprocessorCCM.log",".log","20220329_082438_preprocessorCCM.log","True","29.03.2022 20:24:38","29.03.2022 18:24:38","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:24:38","29.03.2022 18:24:38",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085309_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085309_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085309_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085309_preprocessorCCM",,,"47027","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085309_preprocessorCCM.log",".log","20220329_085309_preprocessorCCM.log","True","29.03.2022 20:53:10","29.03.2022 18:53:10","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:53:10","29.03.2022 18:53:10",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085415_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085415_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085415_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085415_preprocessorCCM",,,"48436","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085415_preprocessorCCM.log",".log","20220329_085415_preprocessorCCM.log","True","29.03.2022 20:54:14","29.03.2022 18:54:14","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:54:14","29.03.2022 18:54:14",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082509_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082509_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082509_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082509_preprocessorCCM",,,"48437","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082509_preprocessorCCM.log",".log","20220329_082509_preprocessorCCM.log","True","29.03.2022 20:25:10","29.03.2022 18:25:10","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:25:10","29.03.2022 18:25:10",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082505_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082505_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082505_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082505_preprocessorCCM",,,"49848","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082505_preprocessorCCM.log",".log","20220329_082505_preprocessorCCM.log","True","29.03.2022 20:25:06","29.03.2022 18:25:06","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:25:06","29.03.2022 18:25:06",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085357_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085357_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085357_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085357_preprocessorCCM",,,"49849","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085357_preprocessorCCM.log",".log","20220329_085357_preprocessorCCM.log","True","29.03.2022 20:53:58","29.03.2022 18:53:58","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:53:58","29.03.2022 18:53:58",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063449_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_063449_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063449_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_063449_preprocessorCCM",,,"50709","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_063449_preprocessorCCM.log",".log","20220329_063449_preprocessorCCM.log","True","29.03.2022 18:34:50","29.03.2022 16:34:50","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:34:50","29.03.2022 16:34:50",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092649_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_092649_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092649_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_092649_preprocessorCCM",,,"50953","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092649_preprocessorCCM.log",".log","20220329_092649_preprocessorCCM.log","True","29.03.2022 21:26:50","29.03.2022 19:26:50","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:26:50","29.03.2022 19:26:50",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager\MMPatch.log","Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager","MMPatch.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager\MMPatch.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","MMPatch",,,"51136","D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager","D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager","False","D:\Program Files (x86)\Steam\steamapps\common\Kerbal Space Program\Logs\ModuleManager\MMPatch.log",".log","MMPatch.log","True","14.10.2020 21:45:50","14.10.2020 19:45:50","06.03.2021 21:35:46","06.03.2021 20:35:46","13.02.2021 15:06:50","13.02.2021 14:06:50",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062045_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_062045_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062045_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_062045_preprocessorCCM",,,"51192","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_062045_preprocessorCCM.log",".log","20220329_062045_preprocessorCCM.log","True","29.03.2022 18:20:46","29.03.2022 16:20:46","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 18:20:46","29.03.2022 16:20:46",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092029_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_092029_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092029_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_092029_preprocessorCCM",,,"51377","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092029_preprocessorCCM.log",".log","20220329_092029_preprocessorCCM.log","True","29.03.2022 21:20:30","29.03.2022 19:20:30","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:20:30","29.03.2022 19:20:30",,"Normal"
